"eBird.English.Name.2025","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Black-faced Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Black-headed Bulbul",NA,NA,NA,NA
"Black-headed Bunting",NA,NA,NA,NA
"Black-headed Cuckooshrike",NA,NA,NA,NA
"Black-headed Greenfinch",NA,NA,NA,NA
"Black-headed Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Black-headed Ibis","Insufficient Data","Insufficient Data",NA,"Moderate"
"Black-headed Jay",NA,NA,NA,NA
"Black-headed Mountain Finch",NA,NA,NA,NA
"Black-headed Shrike-Babbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Black-hooded Oriole","Insufficient Data","Insufficient Data",NA,"Low"
"Black-legged Kittiwake",NA,NA,NA,NA
"Black-naped Monarch","Insufficient Data","Insufficient Data",NA,"Low"
"Black-naped Oriole","Insufficient Data","Insufficient Data",NA,"Low"
"Black-naped Tern",NA,NA,NA,NA
"Black-necked Crane",NA,NA,NA,NA
"Black-necked Stork",NA,NA,NA,NA
"Black-rumped Flameback",NA,NA,NA,NA
"Black-rumped Magpie",NA,NA,NA,NA
"Black-tailed Crake","Insufficient Data","Insufficient Data",NA,"Moderate"
"Black-tailed Godwit",NA,NA,NA,NA
"Black-throated Accentor",NA,NA,NA,NA
"Black-throated Munia",NA,NA,NA,NA
"Black-throated Parrotbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Black-throated Prinia",NA,NA,NA,NA
"Black-throated Sunbird","Insufficient Data","Insufficient Data",NA,"Low"
"Black-throated Thrush","Insufficient Data","Insufficient Data",NA,"Low"
"Black-throated Tit","Insufficient Data","Insufficient Data",NA,"Low"
"Black-winged Cuckooshrike","Insufficient Data","Insufficient Data",NA,"Low"
"Black-winged Kite","Insufficient Data","Insufficient Data",NA,"Low"
"Black-winged Snowfinch",NA,NA,NA,NA
"Black-winged Stilt","Insufficient Data","Insufficient Data",NA,"Low"
"Blanford's Rosefinch",NA,NA,NA,NA
"Blanford's Snowfinch",NA,NA,NA,NA
"Blood Pheasant",NA,NA,NA,NA
"Blossom-headed Parakeet",NA,NA,NA,NA
"Blue Pitta",NA,NA,NA,NA
"Blue Rock-Thrush","Insufficient Data","Insufficient Data",NA,"Low"
"Blue Whistling-Thrush","Insufficient Data","Insufficient Data",NA,"Low"
"Blue-and-white Flycatcher",NA,NA,NA,NA
"Blue-bearded Bee-eater","Insufficient Data","Insufficient Data",NA,"Low"
"Blue-billed White-Tern",NA,NA,NA,NA
"Blue-breasted Quail",NA,NA,NA,NA
"Blue-capped Redstart",NA,NA,NA,NA
"Blue-capped Rock-Thrush",NA,NA,NA,NA
"Blue-cheeked Bee-eater",NA,NA,NA,NA
"Blue-eared Barbet","Insufficient Data","Insufficient Data",NA,"Low"
"Blue-eared Kingfisher","Insufficient Data","Insufficient Data",NA,"Low"
"Blue-faced Malkoha",NA,NA,NA,NA
"Blue-fronted Redstart","Insufficient Data","Insufficient Data",NA,"Low"
"Blue-fronted Robin",NA,NA,NA,NA
"Blue-naped Pitta","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blue-tailed Bee-eater","Insufficient Data","Insufficient Data",NA,"Low"
"Blue-throated Barbet","Insufficient Data","Insufficient Data",NA,"Low"
"Blue-throated Bee-eater",NA,NA,NA,NA
"Blue-throated Flycatcher","Insufficient Data","Insufficient Data",NA,"Low"
"Blue-winged Laughingthrush","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blue-winged Leafbird",NA,NA,NA,NA
"Blue-winged Minla","Insufficient Data","Insufficient Data",NA,"Low"
"Blue-winged Pitta",NA,NA,NA,NA
"Bluethroat","Insufficient Data","Insufficient Data",NA,"Low"
"Blunt-winged Warbler",NA,NA,NA,NA
"Blyth's Kingfisher",NA,NA,NA,NA
"Blyth's Leaf Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Blyth's Paradise-Flycatcher",NA,NA,NA,NA
"Blyth's Pipit",NA,NA,NA,NA
"Blyth's Reed Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Blyth's Rosefinch",NA,NA,NA,NA
"Blyth's Swift",NA,NA,NA,NA
"Blyth's Tragopan","Insufficient Data","Insufficient Data",NA,"High"
"Bohemian Waxwing",NA,NA,NA,NA
"Bonelli's Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Booted Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Booted Warbler",NA,NA,NA,NA
"Boreal Owl",NA,NA,NA,NA
"Brahminy Kite","Insufficient Data","Insufficient Data",NA,"Low"
"Brahminy Starling",NA,NA,NA,NA
"Brambling",NA,NA,NA,NA
"Bridled Tern",NA,NA,NA,NA
"Bristled Grassbird",NA,NA,NA,NA
"Broad-billed Sandpiper",NA,NA,NA,NA
"Broad-billed Warbler",NA,NA,NA,NA
"Broad-tailed Grassbird",NA,NA,NA,NA
"Bronze-winged Jacana","Insufficient Data","Insufficient Data",NA,"Low"
"Bronzed Drongo","Insufficient Data","Insufficient Data",NA,"Low"
"Brooks's Leaf Warbler",NA,NA,NA,NA
"Brown Accentor",NA,NA,NA,NA
"Brown Boobook",NA,NA,NA,NA
"Brown Booby",NA,NA,NA,NA
"Brown Bullfinch",NA,NA,NA,NA
"Brown Bush Warbler",NA,NA,NA,NA
"Brown Crake",NA,NA,NA,NA
"Brown Dipper","Insufficient Data","Insufficient Data",NA,"Low"
"Brown Fish-Owl",NA,NA,NA,NA
"Brown Hornbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Brown Noddy",NA,NA,NA,NA
"Brown Parrotbill",NA,NA,NA,NA
"Brown Rock Chat",NA,NA,NA,NA
"Brown Shrike","Insufficient Data","Insufficient Data",NA,"Low"
"Brown Skua",NA,NA,NA,NA
"Brown Wood-Owl",NA,NA,NA,NA
"Brown-backed Needletail",NA,NA,NA,NA
"Brown-breasted Flycatcher",NA,NA,NA,NA
"Brown-capped Laughingthrush","Insufficient Data","Insufficient Data",NA,"Moderate"
"Brown-capped Pygmy Woodpecker",NA,NA,NA,NA
"Brown-cheeked Fulvetta","Insufficient Data","Insufficient Data",NA,"Low"
"Brown-cheeked Rail",NA,NA,NA,NA
"Brown-crowned Scimitar-Babbler",NA,NA,NA,NA
"Brown-fronted Woodpecker",NA,NA,NA,NA
"Brown-headed Barbet",NA,NA,NA,NA
"Brown-headed Gull","Insufficient Data","Insufficient Data",NA,"Low"
"Brown-rumped Minivet",NA,NA,NA,NA
"Brown-throated Fulvetta",NA,NA,NA,NA
"Brown-winged Kingfisher",NA,NA,NA,NA
"Brownish-flanked Bush Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Buff-barred Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Buff-breasted Babbler",NA,NA,NA,NA
"Buff-breasted Sandpiper",NA,NA,NA,NA
"Buff-throated Warbler",NA,NA,NA,NA
"Buffy Fish-Owl",NA,NA,NA,NA
"Bugun Liocichla",NA,NA,NA,NA
"Burmese Shrike",NA,NA,NA,NA
"Cachar Bulbul",NA,NA,NA,NA
"Cachar Wedge-billed Babbler","Insufficient Data","Insufficient Data",NA,"High"
"Carrion Crow",NA,NA,NA,NA
"Caspian Gull",NA,NA,NA,NA
"Caspian Plover",NA,NA,NA,NA
"Caspian Tern",NA,NA,NA,NA
"Cetti's Warbler",NA,NA,NA,NA
"Changeable Hawk-Eagle",NA,NA,NA,NA
"Cheer Pheasant",NA,NA,NA,NA
"Chestnut Bunting",NA,NA,NA,NA
"Chestnut Munia",NA,NA,NA,NA
"Chestnut Thrush","Insufficient Data","Insufficient Data",NA,"Low"
"Chestnut-backed Laughingthrush",NA,NA,NA,NA
"Chestnut-bellied Nuthatch","Insufficient Data","Insufficient Data",NA,"Low"
"Chestnut-bellied Rock-Thrush","Insufficient Data","Insufficient Data",NA,"Low"
"Chestnut-bellied Sandgrouse",NA,NA,NA,NA
"Chestnut-breasted Partridge",NA,NA,NA,NA
"Chestnut-capped Babbler","Insufficient Data","Insufficient Data",NA,"Low"
"Chestnut-cheeked Starling",NA,NA,NA,NA
"Chestnut-crowned Bush Warbler",NA,NA,NA,NA
"Chestnut-crowned Laughingthrush",NA,NA,NA,NA
"Chestnut-crowned Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Chestnut-eared Bunting","Insufficient Data","Insufficient Data",NA,"Moderate"
"Chestnut-flanked White-eye",NA,NA,NA,NA
"Chestnut-headed Bee-eater","Insufficient Data","Insufficient Data",NA,"Low"
"Chestnut-headed Tesia","Insufficient Data","Insufficient Data",NA,"Low"
"Chestnut-tailed Minla","Insufficient Data","Insufficient Data",NA,"Low"
"Chestnut-tailed Starling","Insufficient Data","Insufficient Data",NA,"Low"
"Chestnut-vented Nuthatch",NA,NA,NA,NA
"Chestnut-winged Cuckoo",NA,NA,NA,NA
"Chin Hills Wren-Babbler",NA,NA,NA,NA
"Chinese Blackbird",NA,NA,NA,NA
"Chinese Bush Warbler",NA,NA,NA,NA
"Chinese Egret",NA,NA,NA,NA
"Chinese Francolin",NA,NA,NA,NA
"Chinese Leaf Warbler",NA,NA,NA,NA
"Chinese Pond-Heron",NA,NA,NA,NA
"Chinese Rubythroat","Insufficient Data","Insufficient Data",NA,"Moderate"
"Chinese Sparrowhawk",NA,NA,NA,NA
"Chinese Thrush",NA,NA,NA,NA
"Chinese Vivid Niltava",NA,NA,NA,NA
"Chinese White-browed Rosefinch",NA,NA,NA,NA
"Christmas Island Frigatebird",NA,NA,NA,NA
"Chukar",NA,NA,NA,NA
"Cinereous Vulture",NA,NA,NA,NA
"Cinnamon Bittern","Insufficient Data","Insufficient Data",NA,"Low"
"Citrine Wagtail","Insufficient Data","Insufficient Data",NA,"Low"
"Clamorous Reed Warbler",NA,NA,NA,NA
"Claudia's Leaf Warbler",NA,NA,NA,NA
"Clicking Shrike-Babbler",NA,NA,NA,NA
"Coal Tit",NA,NA,NA,NA
"Collared Falconet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Collared Grosbeak",NA,NA,NA,NA
"Collared Kingfisher",NA,NA,NA,NA
"Collared Myna",NA,NA,NA,NA
"Collared Owlet","Insufficient Data","Insufficient Data",NA,"Low"
"Collared Pratincole",NA,NA,NA,NA
"Collared Scops-Owl",NA,NA,NA,NA
"Collared Treepie","Insufficient Data","Insufficient Data",NA,"Low"
"Common Babbler",NA,NA,NA,NA
"Common Buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Common Chaffinch",NA,NA,NA,NA
"Common Chiffchaff",NA,NA,NA,NA
"Common Crane",NA,NA,NA,NA
"Common Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Common Flameback",NA,NA,NA,NA
"Common Goldeneye",NA,NA,NA,NA
"Common Grasshopper Warbler",NA,NA,NA,NA
"Common Green-Magpie","Insufficient Data","Insufficient Data",NA,"Low"
"Common Greenshank",NA,NA,NA,NA
"Common Gull",NA,NA,NA,NA
"Common Hawk-Cuckoo",NA,NA,NA,NA
"Common Hill Myna","Insufficient Data","Insufficient Data",NA,"Low"
"Common Hoopoe","Insufficient Data","Insufficient Data",NA,"Low"
"Common Iora","Insufficient Data","Insufficient Data",NA,"Low"
"Common Kingfisher","Insufficient Data","Insufficient Data",NA,"Low"
"Common Merganser",NA,NA,NA,NA
"Common Myna","Insufficient Data","Insufficient Data",NA,"Low"
"Common Pochard","Insufficient Data","Insufficient Data",NA,"Moderate"
"Common Quail",NA,NA,NA,NA
"Common Raven",NA,NA,NA,NA
"Common Redshank",NA,NA,NA,NA
"Common Redstart",NA,NA,NA,NA
"Common Ringed Plover",NA,NA,NA,NA
"Common Rosefinch","Insufficient Data","Insufficient Data",NA,"Low"
"Common Sandpiper","Insufficient Data","Insufficient Data",NA,"Low"
"Common Shelduck",NA,NA,NA,NA
"Common Snipe","Insufficient Data","Insufficient Data",NA,"Low"
"Common Swift",NA,NA,NA,NA
"Common Tailorbird","Insufficient Data","Insufficient Data",NA,"Low"
"Common Tern",NA,NA,NA,NA
"Common Wood-Pigeon",NA,NA,NA,NA
"Common Woodshrike",NA,NA,NA,NA
"Coppersmith Barbet","Insufficient Data","Insufficient Data",NA,"Low"
"Corn Crake",NA,NA,NA,NA
"Cory's Shearwater",NA,NA,NA,NA
"Cotton Pygmy-Goose","Insufficient Data","Insufficient Data",NA,"Low"
"Crab-Plover",NA,NA,NA,NA
"Cream-colored Courser",NA,NA,NA,NA
"Crested Bunting","Insufficient Data","Insufficient Data",NA,"Low"
"Crested Finchbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Crested Goshawk","Insufficient Data","Insufficient Data",NA,"Low"
"Crested Kingfisher","Insufficient Data","Insufficient Data",NA,"Low"
"Crested Lark",NA,NA,NA,NA
"Crested Serpent-Eagle","Insufficient Data","Insufficient Data",NA,"Low"
"Crested Tit-Warbler",NA,NA,NA,NA
"Crested Treeswift","Insufficient Data","Insufficient Data",NA,"Low"
"Crimson Sunbird","Insufficient Data","Insufficient Data",NA,"Low"
"Crimson-backed Sunbird",NA,NA,NA,NA
"Crimson-browed Finch",NA,NA,NA,NA
"Crimson-naped Woodpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Crimson-winged Finch",NA,NA,NA,NA
"Crow-billed Drongo",NA,NA,NA,NA
"Curlew Sandpiper",NA,NA,NA,NA
"Dalmatian Pelican",NA,NA,NA,NA
"Darjeeling Woodpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Dark-breasted Rosefinch",NA,NA,NA,NA
"Dark-fronted Babbler",NA,NA,NA,NA
"Dark-necked Tailorbird","Insufficient Data","Insufficient Data",NA,"Moderate"
"Dark-rumped Rosefinch",NA,NA,NA,NA
"Dark-rumped Swift","Insufficient Data","Insufficient Data",NA,"High"
"Dark-sided Flycatcher","Insufficient Data","Insufficient Data",NA,"Low"
"Dark-sided Thrush",NA,NA,NA,NA
"Daurian Redstart",NA,NA,NA,NA
"Daurian Starling",NA,NA,NA,NA
"Delicate Prinia",NA,NA,NA,NA
"Demoiselle Crane",NA,NA,NA,NA
"Derbyan Parakeet",NA,NA,NA,NA
"Desert Finch",NA,NA,NA,NA
"Desert Lark",NA,NA,NA,NA
"Desert Wheatear",NA,NA,NA,NA
"Dollarbird","Insufficient Data","Insufficient Data",NA,"Low"
"Dunlin",NA,NA,NA,NA
"Dusky Crag-Martin",NA,NA,NA,NA
"Dusky Eagle-Owl",NA,NA,NA,NA
"Dusky Thrush",NA,NA,NA,NA
"Dusky Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Eared Grebe",NA,NA,NA,NA
"Eastern Barn Owl",NA,NA,NA,NA
"Eastern Cattle-Egret","Insufficient Data","Insufficient Data",NA,"Low"
"Eastern Marsh Harrier",NA,NA,NA,NA
"Eastern Orphean Warbler",NA,NA,NA,NA
"Eastern Red-rumped Swallow","Insufficient Data","Insufficient Data",NA,"Low"
"Eastern Spot-billed Duck",NA,NA,NA,NA
"Eastern Yellow Wagtail",NA,NA,NA,NA
"Egyptian Vulture",NA,NA,NA,NA
"Elliot's Laughingthrush",NA,NA,NA,NA
"Eurasian Bittern",NA,NA,NA,NA
"Eurasian Blackcap",NA,NA,NA,NA
"Eurasian Collared-Dove","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Coot","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Crag-Martin",NA,NA,NA,NA
"Eurasian Curlew",NA,NA,NA,NA
"Eurasian Eagle-Owl",NA,NA,NA,NA
"Eurasian Golden Oriole",NA,NA,NA,NA
"Eurasian Goshawk",NA,NA,NA,NA
"Eurasian Griffon",NA,NA,NA,NA
"Eurasian Hobby",NA,NA,NA,NA
"Eurasian Jackdaw",NA,NA,NA,NA
"Eurasian Jay","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Kestrel","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Linnet",NA,NA,NA,NA
"Eurasian Magpie",NA,NA,NA,NA
"Eurasian Moorhen","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Nightjar",NA,NA,NA,NA
"Eurasian Oystercatcher",NA,NA,NA,NA
"Eurasian Scops-Owl",NA,NA,NA,NA
"Eurasian Siskin",NA,NA,NA,NA
"Eurasian Skylark",NA,NA,NA,NA
"Eurasian Sparrowhawk","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Spoonbill",NA,NA,NA,NA
"Eurasian Tree Sparrow","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Whimbrel",NA,NA,NA,NA
"Eurasian Wigeon","Insufficient Data","Insufficient Data",NA,"Low"
"Eurasian Woodcock",NA,NA,NA,NA
"Eurasian Wren",NA,NA,NA,NA
"Eurasian Wryneck","Insufficient Data","Insufficient Data",NA,"Low"
"European Bee-eater",NA,NA,NA,NA
"European Golden-Plover",NA,NA,NA,NA
"European Honey-buzzard",NA,NA,NA,NA
"European Roller",NA,NA,NA,NA
"European Starling","Insufficient Data","Insufficient Data",NA,"Low"
"European Turtle-Dove",NA,NA,NA,NA
"Eyebrowed Thrush",NA,NA,NA,NA
"Eyebrowed Wren-Babbler",NA,NA,NA,NA
"Falcated Duck",NA,NA,NA,NA
"Ferruginous Duck","Insufficient Data","Insufficient Data",NA,"Moderate"
"Ferruginous Flycatcher",NA,NA,NA,NA
"Fieldfare",NA,NA,NA,NA
"Finn's Weaver",NA,NA,NA,NA
"Finsch's Wheatear",NA,NA,NA,NA
"Fire-breasted Flowerpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Fire-capped Tit",NA,NA,NA,NA
"Fire-fronted Serin",NA,NA,NA,NA
"Fire-tailed Myzornis",NA,NA,NA,NA
"Fire-tailed Sunbird","Insufficient Data","Insufficient Data",NA,"Low"
"Firethroat",NA,NA,NA,NA
"Flame-throated Bulbul",NA,NA,NA,NA
"Flavescent Bulbul","Insufficient Data","Insufficient Data",NA,"Low"
"Flesh-footed Shearwater",NA,NA,NA,NA
"Forest Owlet",NA,NA,NA,NA
"Forest Wagtail",NA,NA,NA,NA
"Fork-tailed Drongo-Cuckoo",NA,NA,NA,NA
"Franklin's Gull",NA,NA,NA,NA
"Freckle-breasted Woodpecker",NA,NA,NA,NA
"Fulvous Parrotbill",NA,NA,NA,NA
"Fulvous Whistling-Duck","Insufficient Data","Insufficient Data",NA,"Low"
"Fulvous-breasted Woodpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Gadwall","Insufficient Data","Insufficient Data",NA,"Low"
"Garden Warbler",NA,NA,NA,NA
"Garganey","Insufficient Data","Insufficient Data",NA,"Low"
"Glossy Ibis","Insufficient Data","Insufficient Data",NA,"Low"
"Godlewski's Bunting",NA,NA,NA,NA
"Gold-naped Finch",NA,NA,NA,NA
"Goldcrest",NA,NA,NA,NA
"Golden Babbler","Insufficient Data","Insufficient Data",NA,"Low"
"Golden Bush-Robin","Insufficient Data","Insufficient Data",NA,"Low"
"Golden Eagle",NA,NA,NA,NA
"Golden-breasted Fulvetta","Insufficient Data","Insufficient Data",NA,"Moderate"
"Golden-crested Myna",NA,NA,NA,NA
"Golden-fronted Leafbird","Insufficient Data","Insufficient Data",NA,"Low"
"Golden-headed Cisticola",NA,NA,NA,NA
"Golden-throated Barbet","Insufficient Data","Insufficient Data",NA,"Low"
"Goliath Heron",NA,NA,NA,NA
"Gould's Shortwing",NA,NA,NA,NA
"Grandala",NA,NA,NA,NA
"Gray Bushchat","Insufficient Data","Insufficient Data",NA,"Low"
"Gray Francolin",NA,NA,NA,NA
"Gray Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Gray Junglefowl",NA,NA,NA,NA
"Gray Nightjar",NA,NA,NA,NA
"Gray Peacock-Pheasant","Insufficient Data","Insufficient Data",NA,"Low"
"Gray Sibia","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray Treepie","Insufficient Data","Insufficient Data",NA,"Low"
"Gray Wagtail","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-backed Shrike","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-bellied Cuckoo","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-bellied Tesia","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-breasted Prinia","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-capped Pygmy Woodpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-cheeked Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-chinned Minivet",NA,NA,NA,NA
"Gray-crested Tit",NA,NA,NA,NA
"Gray-crowned Goldfinch",NA,NA,NA,NA
"Gray-crowned Prinia",NA,NA,NA,NA
"Gray-crowned Warbler",NA,NA,NA,NA
"Gray-eyed Bulbul",NA,NA,NA,NA
"Gray-faced Buzzard",NA,NA,NA,NA
"Gray-fronted Green-Pigeon",NA,NA,NA,NA
"Gray-headed Bulbul",NA,NA,NA,NA
"Gray-headed Bullfinch",NA,NA,NA,NA
"Gray-headed Canary-Flycatcher","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-headed Fish-Eagle",NA,NA,NA,NA
"Gray-headed Lapwing","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-headed Parakeet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-headed Parrotbill",NA,NA,NA,NA
"Gray-headed Swamphen","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-headed Woodpecker","Insufficient Data","Insufficient Data",NA,"Low"
