"eBird.English.Name.2025","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Gray-crowned Goldfinch",NA,NA,NA,NA
"Gray-crowned Prinia",NA,NA,NA,NA
"Gray-crowned Warbler",NA,NA,NA,NA
"Gray-eyed Bulbul",NA,NA,NA,NA
"Gray-faced Buzzard",NA,NA,NA,NA
"Gray-fronted Green-Pigeon",NA,NA,NA,NA
"Gray-headed Bulbul",NA,NA,NA,NA
"Gray-headed Bullfinch",NA,NA,NA,NA
"Gray-headed Canary-Flycatcher","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-headed Fish-Eagle",NA,NA,NA,NA
"Gray-headed Lapwing",NA,NA,NA,NA
"Gray-headed Parakeet",NA,NA,NA,NA
"Gray-headed Parrotbill","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-headed Swamphen",NA,NA,NA,NA
"Gray-headed Woodpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-hooded Warbler","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Gray-lored Broadbill",NA,NA,NA,NA
"Gray-necked Bunting",NA,NA,NA,NA
"Gray-sided Bush Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-sided Laughingthrush","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-sided Thrush",NA,NA,NA,NA
"Gray-tailed Tattler",NA,NA,NA,NA
"Gray-throated Babbler","Insufficient Data","Trend Inconclusive",NA,"Low"
"Gray-throated Martin","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-winged Blackbird","Insufficient Data","Insufficient Data",NA,"Low"
"Graylag Goose",NA,NA,NA,NA
"Great Barbet","Insufficient Data","Insufficient Data",NA,"Low"
"Great Cormorant","Insufficient Data","Insufficient Data",NA,"Low"
"Great Crested Grebe","Insufficient Data","Insufficient Data",NA,"Low"
"Great Crested Tern",NA,NA,NA,NA
"Great Eared-Nightjar",NA,NA,NA,NA
"Great Egret",NA,NA,NA,NA
"Great Frigatebird",NA,NA,NA,NA
"Great Gray Shrike",NA,NA,NA,NA
"Great Hornbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Great Indian Bustard",NA,NA,NA,NA
"Great Knot",NA,NA,NA,NA
"Great Myna",NA,NA,NA,NA
"Great Parrotbill","Insufficient Data","Insufficient Data",NA,"High"
"Great Reed Warbler",NA,NA,NA,NA
"Great Rosefinch",NA,NA,NA,NA
"Great Slaty Woodpecker",NA,NA,NA,NA
"Great Snipe",NA,NA,NA,NA
"Great Spotted Woodpecker",NA,NA,NA,NA
"Great Thick-knee",NA,NA,NA,NA
"Great White Pelican",NA,NA,NA,NA
"Greater Adjutant",NA,NA,NA,NA
"Greater Coucal","Insufficient Data","Insufficient Data",NA,"Low"
"Greater Flameback","Insufficient Data","Insufficient Data",NA,"Low"
"Greater Flamingo",NA,NA,NA,NA
"Greater Hoopoe-Lark",NA,NA,NA,NA
"Greater Necklaced Laughingthrush","Insufficient Data","Insufficient Data",NA,"Low"
"Greater Painted-Snipe",NA,NA,NA,NA
"Greater Racket-tailed Drongo","Insufficient Data","Insufficient Data",NA,"Low"
"Greater Sand-Plover",NA,NA,NA,NA
"Greater Scaup",NA,NA,NA,NA
"Greater Short-toed Lark","Insufficient Data","Insufficient Data",NA,"Low"
"Greater Spotted Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Greater White-fronted Goose",NA,NA,NA,NA
"Greater Whitethroat",NA,NA,NA,NA
"Greater Yellownape","Insufficient Data","Insufficient Data",NA,"Low"
"Green Avadavat",NA,NA,NA,NA
"Green Cochoa","Insufficient Data","Insufficient Data",NA,"Moderate"
"Green Imperial-Pigeon",NA,NA,NA,NA
"Green Peafowl",NA,NA,NA,NA
"Green Sandpiper","Insufficient Data","Insufficient Data",NA,"Low"
"Green Shrike-Babbler","Insufficient Data","Insufficient Data",NA,"Low"
"Green Warbler",NA,NA,NA,NA
"Green-backed Tit","Insufficient Data","Insufficient Data",NA,"Low"
"Green-billed Malkoha","Insufficient Data","Insufficient Data",NA,"Low"
"Green-crowned Warbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Green-tailed Sunbird","Insufficient Data","Insufficient Data",NA,"Low"
"Green-winged Teal","Insufficient Data","Insufficient Data",NA,"Low"
"Greenish Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Ground Tit",NA,NA,NA,NA
"Gull-billed Tern",NA,NA,NA,NA
"Hair-crested Drongo","Insufficient Data","Insufficient Data",NA,"Low"
"Hawfinch",NA,NA,NA,NA
"Heart-spotted Woodpecker",NA,NA,NA,NA
"Hen Harrier","Insufficient Data","Insufficient Data",NA,"Low"
"Hill Blue Flycatcher",NA,NA,NA,NA
"Hill Partridge","Insufficient Data","Insufficient Data",NA,"Moderate"
"Hill Pigeon","Insufficient Data","Insufficient Data",NA,"Low"
"Hill Prinia",NA,NA,NA,NA
"Hill Swallow",NA,NA,NA,NA
"Himalayan Beautiful Rosefinch",NA,NA,NA,NA
"Himalayan Black-lored Tit","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Bluetail","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Bulbul","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Buzzard",NA,NA,NA,NA
"Himalayan Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Cutia","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Flameback",NA,NA,NA,NA
"Himalayan Griffon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Monal","Insufficient Data","Rapid Decline",NA,"Moderate"
"Himalayan Owl",NA,NA,NA,NA
"Himalayan Prinia","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Quail",NA,NA,NA,NA
"Himalayan Rubythroat","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Shortwing","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Snowcock",NA,NA,NA,NA
"Himalayan Swiftlet","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Thrush","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan White-browed Rosefinch","Insufficient Data","Rapid Decline",NA,"High"
"Himalayan Woodpecker",NA,NA,NA,NA
"Hoary-throated Barwing","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Hodgson's Frogmouth",NA,NA,NA,NA
"Hodgson's Hawk-Cuckoo",NA,NA,NA,NA
"Hodgson's Redstart","Insufficient Data","Insufficient Data",NA,"Moderate"
"Hodgson's Treecreeper","Insufficient Data","Insufficient Data",NA,"Low"
"Hooded Crow",NA,NA,NA,NA
"Horned Grebe",NA,NA,NA,NA
"Horned Lark","Insufficient Data","Insufficient Data",NA,"Low"
"Horsfield's Bronze-Cuckoo",NA,NA,NA,NA
"House Crow","Insufficient Data","Insufficient Data",NA,"Low"
"House Sparrow","Insufficient Data","Insufficient Data",NA,"Low"
"House Swift",NA,NA,NA,NA
"Hume's Boobook",NA,NA,NA,NA
"Hume's Bush Warbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Hume's Lark","Insufficient Data","Insufficient Data",NA,"Moderate"
"Hume's Treecreeper",NA,NA,NA,NA
"Hume's Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Hume's Wheatear",NA,NA,NA,NA
"Hypocolius",NA,NA,NA,NA
"Ibisbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Immaculate Cupwing",NA,NA,NA,NA
"Imperial Eagle",NA,NA,NA,NA
"Indian Blackbird",NA,NA,NA,NA
"Indian Blue Robin","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Bushlark",NA,NA,NA,NA
"Indian Cormorant",NA,NA,NA,NA
"Indian Courser",NA,NA,NA,NA
"Indian Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Cuckooshrike","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Golden Oriole","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Grassbird",NA,NA,NA,NA
"Indian Gray Hornbill",NA,NA,NA,NA
"Indian Nightjar",NA,NA,NA,NA
"Indian Nuthatch",NA,NA,NA,NA
"Indian Paradise-Flycatcher",NA,NA,NA,NA
"Indian Peafowl","Insufficient Data","Insufficient Data",NA,"Moderate"
"Indian Pied Starling","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Pitta",NA,NA,NA,NA
"Indian Pond-Heron","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Robin",NA,NA,NA,NA
"Indian Roller",NA,NA,NA,NA
"Indian Scimitar-Babbler",NA,NA,NA,NA
"Indian Scops-Owl",NA,NA,NA,NA
"Indian Silverbill",NA,NA,NA,NA
"Indian Skimmer",NA,NA,NA,NA
"Indian Spot-billed Duck",NA,NA,NA,NA
"Indian Spotted Creeper",NA,NA,NA,NA
"Indian Spotted Eagle",NA,NA,NA,NA
"Indian Swiftlet",NA,NA,NA,NA
"Indian Thick-knee",NA,NA,NA,NA
"Indian Vulture",NA,NA,NA,NA
"Indian White-eye","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Yellow Tit",NA,NA,NA,NA
"Indochinese Roller","Insufficient Data","Insufficient Data",NA,"Low"
"Isabelline Shrike",NA,NA,NA,NA
"Isabelline Wheatear",NA,NA,NA,NA
"Jack Snipe",NA,NA,NA,NA
"Japanese Quail",NA,NA,NA,NA
"Japanese Sparrowhawk",NA,NA,NA,NA
"Japanese Thrush",NA,NA,NA,NA
"Javan Pond-Heron",NA,NA,NA,NA
"Jerdon's Babbler",NA,NA,NA,NA
"Jerdon's Baza","Insufficient Data","Insufficient Data",NA,"Low"
"Jerdon's Bushchat",NA,NA,NA,NA
"Jerdon's Bushlark",NA,NA,NA,NA
"Jerdon's Courser",NA,NA,NA,NA
"Jerdon's Leafbird",NA,NA,NA,NA
"Jerdon's Nightjar",NA,NA,NA,NA
"Jouanin's Petrel",NA,NA,NA,NA
"Jungle Babbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Jungle Bush-Quail",NA,NA,NA,NA
"Jungle Myna","Insufficient Data","Insufficient Data",NA,"Low"
"Jungle Nightjar",NA,NA,NA,NA
"Jungle Owlet",NA,NA,NA,NA
"Jungle Prinia",NA,NA,NA,NA
"Kalij Pheasant","Insufficient Data","Insufficient Data",NA,"Low"
"Kashmir Flycatcher",NA,NA,NA,NA
"Kashmir Nutcracker",NA,NA,NA,NA
"Kashmir Nuthatch",NA,NA,NA,NA
"Kentish Plover",NA,NA,NA,NA
"Knob-billed Duck",NA,NA,NA,NA
"Koklass Pheasant",NA,NA,NA,NA
"Laggar Falcon",NA,NA,NA,NA
"Lanceolated Warbler",NA,NA,NA,NA
"Large Blue Flycatcher",NA,NA,NA,NA
"Large Gray Babbler",NA,NA,NA,NA
"Large Hawk-Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Large Niltava","Insufficient Data","Insufficient Data",NA,"Low"
"Large Scimitar-Babbler",NA,NA,NA,NA
"Large Woodshrike","Insufficient Data","Insufficient Data",NA,"Low"
"Large-billed Crow","Insufficient Data","Insufficient Data",NA,"Low"
"Large-billed Leaf Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Large-billed Reed Warbler",NA,NA,NA,NA
"Large-tailed Nightjar",NA,NA,NA,NA
"Laughing Dove","Insufficient Data","Insufficient Data",NA,"Low"
"Legge's Hawk-Eagle",NA,NA,NA,NA
"Lemon-rumped Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Adjutant",NA,NA,NA,NA
"Lesser Black-backed Gull",NA,NA,NA,NA
"Lesser Coucal","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Crested Tern",NA,NA,NA,NA
"Lesser Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Fish-Eagle",NA,NA,NA,NA
"Lesser Flamingo",NA,NA,NA,NA
"Lesser Florican",NA,NA,NA,NA
"Lesser Frigatebird",NA,NA,NA,NA
"Lesser Gray Shrike",NA,NA,NA,NA
"Lesser Kestrel",NA,NA,NA,NA
"Lesser Necklaced Laughingthrush","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Noddy",NA,NA,NA,NA
"Lesser Racket-tailed Drongo","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Shortwing","Insufficient Data","Insufficient Data",NA,"Low"
"Lesser Whistling-Duck",NA,NA,NA,NA
"Lesser White-fronted Goose",NA,NA,NA,NA
"Lesser Whitethroat",NA,NA,NA,NA
"Lesser Yellownape","Insufficient Data","Insufficient Data",NA,"Low"
"Light-mantled Albatross",NA,NA,NA,NA
"Lineated Barbet",NA,NA,NA,NA
"Little Bittern",NA,NA,NA,NA
"Little Bunting","Insufficient Data","Insufficient Data",NA,"Low"
"Little Bustard",NA,NA,NA,NA
"Little Cormorant","Insufficient Data","Insufficient Data",NA,"Low"
"Little Crake",NA,NA,NA,NA
"Little Egret","Insufficient Data","Insufficient Data",NA,"Low"
"Little Forktail","Insufficient Data","Insufficient Data",NA,"Low"
"Little Grebe",NA,NA,NA,NA
"Little Gull",NA,NA,NA,NA
"Little Heron",NA,NA,NA,NA
"Little Owl",NA,NA,NA,NA
"Little Pied Flycatcher","Insufficient Data","Insufficient Data",NA,"Low"
"Little Ringed Plover",NA,NA,NA,NA
"Little Spiderhunter",NA,NA,NA,NA
"Little Stint",NA,NA,NA,NA
"Little Swift","Insufficient Data","Insufficient Data",NA,"Low"
"Little Tern",NA,NA,NA,NA
"Long-billed Bush Warbler",NA,NA,NA,NA
"Long-billed Dowitcher",NA,NA,NA,NA
"Long-billed Pipit",NA,NA,NA,NA
"Long-billed Plover",NA,NA,NA,NA
"Long-billed Thrush","Insufficient Data","Insufficient Data",NA,"Moderate"
"Long-billed Wren-Babbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Long-eared Owl",NA,NA,NA,NA
"Long-legged Buzzard",NA,NA,NA,NA
"Long-tailed Broadbill","Insufficient Data","Insufficient Data",NA,"Low"
"Long-tailed Duck",NA,NA,NA,NA
"Long-tailed Jaeger",NA,NA,NA,NA
"Long-tailed Minivet","Insufficient Data","Insufficient Data",NA,"Low"
"Long-tailed Parakeet",NA,NA,NA,NA
"Long-tailed Shrike","Insufficient Data","Insufficient Data",NA,"Low"
"Long-tailed Sibia",NA,NA,NA,NA
"Long-tailed Thrush",NA,NA,NA,NA
"Long-toed Stint",NA,NA,NA,NA
"Loten's Sunbird",NA,NA,NA,NA
"Malabar Barbet",NA,NA,NA,NA
"Malabar Gray Hornbill",NA,NA,NA,NA
"Malabar Imperial-Pigeon",NA,NA,NA,NA
"Malabar Lark",NA,NA,NA,NA
"Malabar Parakeet",NA,NA,NA,NA
"Malabar Pied-Hornbill",NA,NA,NA,NA
"Malabar Starling",NA,NA,NA,NA
"Malabar Trogon",NA,NA,NA,NA
"Malabar Whistling-Thrush",NA,NA,NA,NA
"Malabar Woodshrike",NA,NA,NA,NA
"Malayan Night Heron",NA,NA,NA,NA
"Mallard","Insufficient Data","Insufficient Data",NA,"Low"
"Manchurian Bush Warbler",NA,NA,NA,NA
"Mandarin Duck",NA,NA,NA,NA
"Mangrove Pitta",NA,NA,NA,NA
"Mangrove Whistler",NA,NA,NA,NA
"Manipur Bush-Quail",NA,NA,NA,NA
"Manipur Fulvetta",NA,NA,NA,NA
"Marbled Duck",NA,NA,NA,NA
"Maroon Oriole","Insufficient Data","Insufficient Data",NA,"Low"
"Maroon-backed Accentor",NA,NA,NA,NA
"Marsh Babbler",NA,NA,NA,NA
"Marsh Sandpiper",NA,NA,NA,NA
"Masked Booby",NA,NA,NA,NA
"Masked Finfoot",NA,NA,NA,NA
"Masked Shrike",NA,NA,NA,NA
"Meadow Pipit",NA,NA,NA,NA
"Medium Egret",NA,NA,NA,NA
"Merlin",NA,NA,NA,NA
"Mishmi Wren-Babbler",NA,NA,NA,NA
"Mistle Thrush",NA,NA,NA,NA
"Mongolian Finch",NA,NA,NA,NA
"Mongolian Gull",NA,NA,NA,NA
"Mongolian Short-toed Lark",NA,NA,NA,NA
"Montagu's Harrier",NA,NA,NA,NA
"Mottled Wood-Owl",NA,NA,NA,NA
"Mount Victoria Babax",NA,NA,NA,NA
"Mountain Bamboo-Partridge",NA,NA,NA,NA
"Mountain Bulbul","Insufficient Data","Insufficient Data",NA,"Low"
"Mountain Chiffchaff",NA,NA,NA,NA
"Mountain Hawk-Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Mountain Imperial-Pigeon",NA,NA,NA,NA
"Mountain Scops-Owl",NA,NA,NA,NA
"Mountain Tailorbird","Insufficient Data","Insufficient Data",NA,"Low"
"Moustached Laughingthrush",NA,NA,NA,NA
"Moustached Warbler",NA,NA,NA,NA
"Mrs. Gould's Sunbird","Insufficient Data","Insufficient Data",NA,"Low"
"Mrs. Hume's Pheasant",NA,NA,NA,NA
"Mugimaki Flycatcher",NA,NA,NA,NA
"Mute Swan",NA,NA,NA,NA
"Naga Wren-Babbler",NA,NA,NA,NA
"Namaqua Dove",NA,NA,NA,NA
"Narcondam Hornbill",NA,NA,NA,NA
"Naumann's Thrush",NA,NA,NA,NA
"Nepal Fulvetta","Insufficient Data","Insufficient Data",NA,"Low"
"Nepal House-Martin","Insufficient Data","Insufficient Data",NA,"Low"
"Nicobar Bulbul",NA,NA,NA,NA
"Nicobar Imperial-Pigeon",NA,NA,NA,NA
"Nicobar Jungle Flycatcher",NA,NA,NA,NA
"Nicobar Megapode",NA,NA,NA,NA
"Nicobar Parakeet",NA,NA,NA,NA
"Nicobar Pigeon",NA,NA,NA,NA
"Nicobar Scops-Owl",NA,NA,NA,NA
"Nicobar Serpent-Eagle",NA,NA,NA,NA
"Nicobar Sparrowhawk",NA,NA,NA,NA
"Nilgiri Flowerpecker",NA,NA,NA,NA
"Nilgiri Flycatcher",NA,NA,NA,NA
"Nilgiri Laughingthrush",NA,NA,NA,NA
"Nilgiri Pipit",NA,NA,NA,NA
"Nilgiri Sholakili",NA,NA,NA,NA
"Nilgiri Thrush",NA,NA,NA,NA
"Nilgiri Wood-Pigeon",NA,NA,NA,NA
"Nordmann's Greenshank",NA,NA,NA,NA
"Northern Lapwing",NA,NA,NA,NA
"Northern Pintail","Insufficient Data","Insufficient Data",NA,"Low"
"Northern Shoveler",NA,NA,NA,NA
"Northern Wheatear",NA,NA,NA,NA
"Olive-backed Pipit","Insufficient Data","Insufficient Data",NA,"Low"
"Orange Bullfinch",NA,NA,NA,NA
"Orange Minivet",NA,NA,NA,NA
"Orange-bellied Leafbird","Insufficient Data","Insufficient Data",NA,"Low"
"Orange-breasted Green-Pigeon",NA,NA,NA,NA
"Orange-headed Thrush","Insufficient Data","Insufficient Data",NA,"Low"
"Oriental Bay-Owl",NA,NA,NA,NA
"Oriental Darter",NA,NA,NA,NA
"Oriental Hobby","Insufficient Data","Insufficient Data",NA,"Moderate"
"Oriental Honey-buzzard","Insufficient Data","Insufficient Data",NA,"Low"
"Oriental Magpie-Robin","Insufficient Data","Insufficient Data",NA,"Low"
"Oriental Pied-Hornbill","Insufficient Data","Insufficient Data",NA,"Low"
"Oriental Plover",NA,NA,NA,NA
"Oriental Pratincole",NA,NA,NA,NA
"Oriental Reed Warbler",NA,NA,NA,NA
"Oriental Scops-Owl",NA,NA,NA,NA
"Oriental Skylark","Insufficient Data","Insufficient Data",NA,"Low"
"Oriental Turtle-Dove","Insufficient Data","Insufficient Data",NA,"Low"
"Ornate Sunbird",NA,NA,NA,NA
"Ortolan Bunting",NA,NA,NA,NA
"Osprey","Insufficient Data","Insufficient Data",NA,"Low"
"Pacific Golden-Plover",NA,NA,NA,NA
"Pacific Reef-Heron",NA,NA,NA,NA
"Pacific Swallow",NA,NA,NA,NA
"Pacific Swift",NA,NA,NA,NA
"Paddyfield Pipit",NA,NA,NA,NA
"Paddyfield Warbler",NA,NA,NA,NA
"Painted Bush-Quail",NA,NA,NA,NA
"Painted Francolin",NA,NA,NA,NA
"Painted Sandgrouse",NA,NA,NA,NA
"Painted Spurfowl",NA,NA,NA,NA
"Painted Stork",NA,NA,NA,NA
"Palani Laughingthrush",NA,NA,NA,NA
"Pale Blue Flycatcher",NA,NA,NA,NA
"Pale Martin",NA,NA,NA,NA
"Pale Rockfinch",NA,NA,NA,NA
"Pale Rosefinch",NA,NA,NA,NA
"Pale-billed Flowerpecker",NA,NA,NA,NA
"Pale-billed Parrotbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pale-capped Pigeon",NA,NA,NA,NA
"Pale-chinned Flycatcher","Insufficient Data","Insufficient Data",NA,"Low"
"Pale-footed Bush Warbler",NA,NA,NA,NA
"Pale-headed Woodpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pale-legged Leaf Warbler",NA,NA,NA,NA
"Pallas's Fish-Eagle","Insufficient Data","Insufficient Data",NA,"High"
"Pallas's Grasshopper Warbler",NA,NA,NA,NA
"Pallas's Gull",NA,NA,NA,NA
"Pallas's Leaf Warbler",NA,NA,NA,NA
"Pallas's Sandgrouse",NA,NA,NA,NA
"Pallid Harrier",NA,NA,NA,NA
"Pallid Scops-Owl",NA,NA,NA,NA
"Parasitic Jaeger",NA,NA,NA,NA
"Pectoral Sandpiper",NA,NA,NA,NA
"Peregrine Falcon","Insufficient Data","Insufficient Data",NA,"Low"
"Persian Shearwater",NA,NA,NA,NA
"Persian Wheatear",NA,NA,NA,NA
"Pheasant-tailed Jacana",NA,NA,NA,NA
"Pied Avocet",NA,NA,NA,NA
"Pied Bushchat",NA,NA,NA,NA
"Pied Crow",NA,NA,NA,NA
"Pied Cuckoo",NA,NA,NA,NA
"Pied Falconet",NA,NA,NA,NA
"Pied Harrier",NA,NA,NA,NA
"Pied Imperial-Pigeon",NA,NA,NA,NA
"Pied Kingfisher",NA,NA,NA,NA
"Pied Thrush",NA,NA,NA,NA
"Pied Triller",NA,NA,NA,NA
"Pied Wheatear",NA,NA,NA,NA
"Pin-striped Tit-Babbler","Insufficient Data","Insufficient Data",NA,"Low"
"Pin-tailed Green-Pigeon","Insufficient Data","Insufficient Data",NA,"Low"
"Pin-tailed Sandgrouse",NA,NA,NA,NA
"Pin-tailed Snipe",NA,NA,NA,NA
"Pine Bunting",NA,NA,NA,NA
"Pink-browed Rosefinch","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pink-headed Duck",NA,NA,NA,NA
"Pink-rumped Rosefinch",NA,NA,NA,NA
"Plain Flowerpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Plain Leaf Warbler",NA,NA,NA,NA
"Plain Mountain Finch","Insufficient Data","Insufficient Data",NA,"Low"
"Plain Prinia",NA,NA,NA,NA
"Plaintive Cuckoo","Insufficient Data","Insufficient Data",NA,"Low"
"Plum-headed Parakeet",NA,NA,NA,NA
"Plumbeous Redstart","Insufficient Data","Insufficient Data",NA,"Low"
"Plume-toed Swiftlet",NA,NA,NA,NA
"Pomarine Jaeger",NA,NA,NA,NA
"Puff-throated Babbler","Insufficient Data","Insufficient Data",NA,"Low"
"Purple Cochoa","Insufficient Data","Insufficient Data",NA,"Moderate"
"Purple Heron",NA,NA,NA,NA
"Purple Sunbird","Insufficient Data","Insufficient Data",NA,"Low"
"Purple-rumped Sunbird",NA,NA,NA,NA
"Pygmy Cupwing","Insufficient Data","Insufficient Data",NA,"Low"
"Pygmy Flycatcher","Insufficient Data","Insufficient Data",NA,"Low"
"Rain Quail",NA,NA,NA,NA
"Red Avadavat",NA,NA,NA,NA
"Red Collared-Dove",NA,NA,NA,NA
"Red Crossbill",NA,NA,NA,NA
"Red Junglefowl","Insufficient Data","Insufficient Data",NA,"Low"
"Red Kite",NA,NA,NA,NA
"Red Knot",NA,NA,NA,NA
"Red Phalarope",NA,NA,NA,NA
"Red Spurfowl",NA,NA,NA,NA
"Red-backed Shrike",NA,NA,NA,NA
"Red-billed Blue-Magpie","Insufficient Data","Insufficient Data",NA,"Low"
"Red-billed Chough","Insufficient Data","Insufficient Data",NA,"Low"
"Red-billed Leiothrix","Insufficient Data","Insufficient Data",NA,"Low"
"Red-billed Scimitar-Babbler",NA,NA,NA,NA
"Red-billed Starling",NA,NA,NA,NA
"Red-billed Tropicbird",NA,NA,NA,NA
"Red-breasted Flycatcher","Insufficient Data","Insufficient Data",NA,"Low"
"Red-breasted Goose",NA,NA,NA,NA
"Red-breasted Merganser",NA,NA,NA,NA
"Red-breasted Parakeet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Red-crested Pochard","Insufficient Data","Insufficient Data",NA,"Low"
"Red-faced Liocichla","Insufficient Data","Insufficient Data",NA,"Low"
"Red-flanked Bluetail",NA,NA,NA,NA
"Red-footed Booby",NA,NA,NA,NA
"Red-footed Falcon",NA,NA,NA,NA
"Red-fronted Rosefinch",NA,NA,NA,NA
"Red-headed Bullfinch","Insufficient Data","Insufficient Data",NA,"Moderate"
"Red-headed Bunting",NA,NA,NA,NA
"Red-headed Trogon","Insufficient Data","Insufficient Data",NA,"Low"
"Red-headed Vulture",NA,NA,NA,NA
"Red-legged Crake",NA,NA,NA,NA
"Red-naped Ibis",NA,NA,NA,NA
"Red-necked Falcon",NA,NA,NA,NA
"Red-necked Grebe",NA,NA,NA,NA
"Red-necked Phalarope",NA,NA,NA,NA
"Red-necked Stint",NA,NA,NA,NA
"Red-tailed Minla","Insufficient Data","Insufficient Data",NA,"Low"
"Red-tailed Shrike",NA,NA,NA,NA
"Red-tailed Tropicbird",NA,NA,NA,NA
"Red-throated Loon",NA,NA,NA,NA
"Red-throated Pipit",NA,NA,NA,NA
"Red-throated Thrush","Insufficient Data","Insufficient Data",NA,"Moderate"
"Red-vented Bulbul","Insufficient Data","Insufficient Data",NA,"Low"
"Red-wattled Lapwing","Insufficient Data","Insufficient Data",NA,"Low"
"Red-whiskered Bulbul","Insufficient Data","Insufficient Data",NA,"Low"
"Reed Bunting",NA,NA,NA,NA
"Richard's Pipit",NA,NA,NA,NA
"River Lapwing","Insufficient Data","Insufficient Data",NA,"Moderate"
"River Tern",NA,NA,NA,NA
"Robin Accentor","Insufficient Data","Insufficient Data",NA,"Low"
"Rock Bunting",NA,NA,NA,NA
"Rock Bush-Quail",NA,NA,NA,NA
"Rock Eagle-Owl",NA,NA,NA,NA
"Rock Pigeon","Insufficient Data","Insufficient Data",NA,"Low"
"Rock Sparrow",NA,NA,NA,NA
"Rook",NA,NA,NA,NA
"Rose-ringed Parakeet","Insufficient Data","Insufficient Data",NA,"Low"
"Roseate Tern",NA,NA,NA,NA
"Rosy Minivet","Insufficient Data","Insufficient Data",NA,"Low"
"Rosy Pipit","Insufficient Data","Insufficient Data",NA,"Low"
"Rosy Starling","Insufficient Data","Insufficient Data",NA,"Low"
"Rough-legged Hawk",NA,NA,NA,NA
"Ruby-cheeked Sunbird","Insufficient Data","Insufficient Data",NA,"Low"
"Ruddy Kingfisher",NA,NA,NA,NA
"Ruddy Shelduck","Insufficient Data","Insufficient Data",NA,"Low"
"Ruddy Turnstone",NA,NA,NA,NA
"Ruddy-breasted Crake",NA,NA,NA,NA
"Rufescent Prinia","Insufficient Data","Insufficient Data",NA,"Low"
"Ruff",NA,NA,NA,NA
"Rufous Babbler",NA,NA,NA,NA
"Rufous Sibia","Trend Inconclusive","Stable",NA,"Low"
"Rufous Treepie","Insufficient Data","Insufficient Data",NA,"Low"
"Rufous Woodpecker","Insufficient Data","Insufficient Data",NA,"Low"
"Rufous-backed Dwarf-Kingfisher",NA,NA,NA,NA
"Rufous-backed Redstart",NA,NA,NA,NA
"Rufous-backed Sibia",NA,NA,NA,NA
"Rufous-bellied Eagle","Insufficient Data","Insufficient Data",NA,"Moderate"
"Rufous-bellied Niltava","Insufficient Data","Insufficient Data",NA,"Low"
